SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,#전화번호# #전화번호# 이에요,H,관광여가오락,당구장,1,7,회원제 문의,회원정보,A,,,,이 땡땡 #전화번호# 이에요,,"#전화번호#, #전화번호#","#전화번호#/이름, #전화번호#/연락처",,
점원,사구 드릴까요?,H,관광여가오락,당구장,0,8,3구4구 테이블 문의,테이블,Q,,,사구 드릴까요?,,,,,사구/당구종류,
고객,"사구로 주시고, 커피 서비스 주세요",H,관광여가오락,당구장,1,9,공 요청,,Q,,사구로 주시고 커피 서비스 주세요,,,,"커피, 서비스",,커피/음료종류,
점원,가져다드릴게요,H,관광여가오락,당구장,0,10,공 요청,,A,,,,,가져다드릴게요,,,,
고객,포켓볼 치려고 하는데요,H,관광여가오락,당구장,1,1,포켓볼 테이블 문의,,Q,,포켓볼 치려고 하는데요,,,,포켓볼,,포켓볼/당구종류,
점원,포켓볼은 한 시간에 15000원입니다,H,관광여가오락,당구장,0,2,요금 문의,,A,,,,,포켓볼은 한 시간에 15000원입니다,"포켓볼, 한 시간에 15000원",,"포켓볼/당구종류, 한 시간에 15000원/이용요금",
고객,"네, 저쪽  이용하면 되나요?",H,관광여가오락,당구장,1,3,자리 문의,,Q,,네 저쪽  이용하면 되나요?,,,,"저쪽, 이용",,저쪽/당구대위치,
점원,네. 대략 몇 시간이나 이용하실 예정이세요?,H,관광여가오락,당구장,0,4,이용시간 문의,이용시간,Q,,,네 대략 몇 시간이나 이용하실 예정이세요?,,,"대략, 몇 시간, 이용",,몇 시간/이용시간,
고객,글쎄요 확실치 않아요,H,관광여가오락,당구장,1,5,이용시간 문의,이용시간,A,,,,글쎄요 확실치 않아요,,,,,
점원,"네, 이용하시다가 배고프시면 배달음식 주문 가능하세요",H,관광여가오락,당구장,0,6,자리 문의,,A,,,,,네 이용하시다가 배고프시면 배달음식 주문 가능하세요,"이용, 배달음식, 주문",,,
고객,메뉴 말씀드리면 시켜도 주시나요?,H,관광여가오락,당구장,1,7,외부 음식 반입 여부,,Q,,메뉴 말씀드리면 시켜도 주시나요?,,,,"메뉴, 말씀",,,
점원,"네, 저희가 많이 이용하는 매장은 있어요",H,관광여가오락,당구장,0,8,외부 음식 반입 여부,,A,,,,,네 저희가 많이 이용하는 매장은 있어요,"이용, 매장",,,
고객,그럼 조금 있다가 부탁드릴게요,H,관광여가오락,당구장,1,9,외부 음식 반입 여부,,Q,,그럼 조금 있다가 부탁드릴게요,,,,"조금, 부탁",,,
점원,"네, 재미있는 시간 되세요",H,관광여가오락,당구장,0,10,외부 음식 반입 여부,,A,,,,,네 재미있는 시간 되세요,시간,,,
고객,안녕하세요 시간당 얼마에요?,H,관광여가오락,당구장,1,1,요금 문의,,Q,,안녕하세요 시간당 얼마에요?,,,,시간당,시간당/시간 단위,,
점원,어서 오세요 시간단 5000원입니다,H,관광여가오락,당구장,0,2,요금 문의,,A,,,,,어서 오세요 시간단 5000원입니다,시간당 5000원,,시간당 5000원/이용요금,
고객,혹시 여기 흡연 가능한가요?,H,관광여가오락,당구장,1,3,흡연 가능 문의,,Q,,혹시 여기 흡연 가능한가요?,,,,흡연,,,
점원,"아니요 죄송하지만, 이 건물은 금연구역입니다",H,관광여가오락,당구장,0,4,흡연 가능 문의,,A,,,,,"아니요 죄송하지만, 이 건물은 금연구역입니다",금연구역,,,
고객,"네, 감사합니다 저희 음료수 좀 가져다주세요",H,관광여가오락,당구장,1,5,음료 요청,,Q,,네 감사합니다 저희 음료수 좀 가져다주세요,,,,음료수,,음료수/음료종류,
점원,"네, 손님 저희 탄산 음료랑 아이스 티랑 아이스 커피 있는데 뭐 드릴까요?",H,관광여가오락,당구장,0,6,음료 요청,음료 주문,Q,,,네 손님 저희 탄산음료랑 아이스티랑 아이스커피 있는데 뭐 드릴까요?,,,"손님, 탄산음료, 아이스티, 아이스커피",,"탄산음료/음료종류, 아이스티/음료종류, 아이스커피/음료종류",
고객,"서비스인가요, 아님 돈 내야 하나요?",H,관광여가오락,당구장,1,7,요금 문의,,Q,,서비스인가요 아님 돈 내야 하나요?,,,,"서비스, 돈",돈/음료값,,
점원,서비스입니다 손님,H,관광여가오락,당구장,0,8,요금 문의,,A,,,,,서비스입니다 손님,"서비스, 손님",,,
고객,오 감사합니다 탄산음료 가져다주세요,H,관광여가오락,당구장,1,9,음료 요청,,Q,,오 감사합니다 탄산음료 가져다주세요,,,,탄산음료,,탄산음료/음료종류,
점원,네 가져다드릴게요,H,관광여가오락,당구장,0,10,음료 요청,,A,,,,,네 가져다드릴게요,,,,
고객,자리가 있나요?,H,관광여가오락,당구장,1,1,자리 문의,,Q,,자리가 있나요?,,,,자리,,자리/당구대자리,
점원,네 있습니다,H,관광여가오락,당구장,0,2,자리 문의,,A,,,,,네 있습니다,,,,
고객,당구 채 하나만 더 주시겠어요?,H,관광여가오락,당구장,1,3,큐대 요청,,Q,,당구 채 하나만 더 주시겠어요?,,,,"당구 채, 하나",,"당구 채/당구장비, 하나/개수",
점원,대여비 1000원입니다,H,관광여가오락,당구장,0,4,요금 문의,,A,,,,,대여비 1000원입니다,대여비 1000원,,대여비 1000원/이용요금,
고객,당구 채 그냥 주시면 안 되나요?,H,관광여가오락,당구장,1,5,큐대 요청,,Q,,당구 채 그냥 주시면 안 되나요?,,,,당구 채,,당구 채/당구장비,
점원,안됩니다,H,관광여가오락,당구장,0,6,큐대 요청,,A,,,,,안됩니다,,,,
고객,공 교체 가능한가요?,H,관광여가오락,당구장,1,7,공 요청,,Q,,공 교체 가능한가요?,,,,공 교체,,,
점원,가능합니다,H,관광여가오락,당구장,0,8,공 요청,,A,,,,,가능합니다,,,,
고객,영업시간 언제까진가요?,H,관광여가오락,당구장,1,9,영업 시간 문의,,Q,,영업시간 언제까진가요?,,,,영업시간,,,
점원,11시까지입니다,H,관광여가오락,당구장,0,10,영업 시간 문의,,A,,,,,11시까지입니다,11시,,11시/영업마감시간,
고객,자리 있어요?,H,관광여가오락,당구장,1,1,자리 문의,,Q,,자리 있어요?,,,,자리,,자리/당구대자리,
점원,30분 기다리셔야 해요,H,관광여가오락,당구장,0,2,대기 시간 문의,,A,,,,,30분 기다리셔야 해요,30분,,30분/대기시간,
고객,2시간 이용대금 얼마예요?,H,관광여가오락,당구장,1,3,요금 문의,,Q,,2시간 이용대금 얼마예요?,,,,"2시간, 이용대금",,2시간/이용시간,
점원,2만 원입니다,H,관광여가오락,당구장,0,4,요금 문의,,A,,,,,2만 원입니다,2만 원,,2만 원/가격,
고객,짜장면 배달되나요?,H,관광여가오락,당구장,1,5,외부 음식 반입 여부,,Q,,짜장면 배달되나요?,,,,"짜장면, 배달",,짜장면/중국집메뉴,
점원,"네, 됩니다",H,관광여가오락,당구장,0,6,외부 음식 반입 여부,,A,,,,,네 됩니다,,,,
고객,외상 가능하나요?,H,관광여가오락,당구장,1,7,외상 문의,,Q,,외상 가능하나요?,,,,외상,,외상/결제방법,
점원,"아니요, 안됩니다",H,관광여가오락,당구장,0,8,외상 문의,,A,,,,,아니요 안됩니다,,,,
고객,당구대 새 거 없나요?,H,관광여가오락,당구장,1,9,자리 문의,,Q,,당구대 새 거 없나요?,,,,당구대,,,
점원,여기 있습니다,H,관광여가오락,당구장,0,10,자리 문의,,A,,,,,여기 있습니다,,,,
고객,포켓칠 수 있어요?,H,관광여가오락,당구장,1,1,포켓볼 테이블 문의,,Q,,포켓칠 수 있어요?,,,,포켓,,포켓/당구종류,
점원,"네, 근데 지금 자리가 없어요",H,관광여가오락,당구장,0,2,포켓볼 테이블 문의,,A,,,,,네 근데 지금 자리가 없어요,자리,,자리/당구대자리,
고객,얼마나 기다려야 해요?,H,관광여가오락,당구장,1,3,대기 시간 문의,,Q,,얼마나 기다려야 해요?,,,,,,,
점원,한 10분에서 길면 20분 정도 기다리셔야 하는데 기다리시겠어요?,H,관광여가오락,당구장,0,4,대기 시간 문의,대기 시간 안내,Q,,,한 10분에서 길면 20분 정도 기다리셔야 하는데 기다리시겠어요?,,,"10분, 20분",,"10분/대기시간, 20분/대기시간",
고객,아 그럼 기다릴게요,H,관광여가오락,당구장,1,5,대기 시간 문의,,A,,,,아 그럼 기다릴게요,,,,,
점원,"네, 오른쪽에 소파에 앉아계시면 불러드릴게요",H,관광여가오락,당구장,0,6,대기 시간 문의,,A,,,,,네 오른쪽에 소파에 앉아계시면 불러드릴게요,"오른쪽, 소파",,오른쪽/방향,
고객,혹시 마실 건 없나요?,H,관광여가오락,당구장,1,7,음료 요청,,Q,,혹시 마실 건 없나요?,,,,,,,
점원,음료 한 잔씩 드리는데 뭘로 드릴까요?,H,관광여가오락,당구장,0,8,음료 요청,음료 주문,Q,,,음료 한 잔씩 드리는데 뭘로 드릴까요?,,,"음료, 한 잔",,"음료/음료종류, 한 잔/개수",
고객,환타로 주세요,H,관광여가오락,당구장,1,9,음료 요청,음료 주문,A,,,,환타로 주세요,,환타,,환타/음료종류,
점원,네 잠시만요,H,관광여가오락,당구장,0,10,음료 요청,,A,,,,,네 잠시만요,,,,
고객,4구 가능한가요?,H,관광여가오락,당구장,1,1,3구4구 테이블 문의,,Q,,4구 가능한가요?,,,,4구,,4구/당구종류,
점원,"네, 4구 지금 바로 치실 수 있으세요",H,관광여가오락,당구장,0,2,3구4구 테이블 문의,,A,,,,,네 4구 지금 바로 치실 수 있으세요,4구,,4구/당구종류,
고객,몇 점 정도 치세요?,H,관광여가오락,당구장,1,3,기타 문의,,Q,,몇 점 정도 치세요?,,,,몇 점,,몇 점/당구실력,
점원,대략 2000점 정도 칠 수 있어요,H,관광여가오락,당구장,0,4,기타 문의,,A,,,,,대략 2000점 정도 칠 수 있어요,"대략, 2000점",,2000점/당구실력,
고객,음료나 커피는 셀프예요?,H,관광여가오락,당구장,1,5,음료 요청,,Q,,음료나 커피는 셀프예요?,,,,"음료, 커피, 셀프",,"음료/음료종류, 커피/음료종류",
점원,아니요 가져다드릴게요,H,관광여가오락,당구장,0,6,음료 요청,,A,,,,,아니요 가져다드릴게요,,,,
고객,3구 치려고 하는데 대 다이 있어요?,H,관광여가오락,당구장,1,7,자리 문의,,Q,,3구 치려고 하는데 대 다이 있어요?,,,,"3구, 대 다이",대 다이/대 당구대,3구/당구종류,
점원,아니요 3구는 되지만 대 다이는 없습니다,H,관광여가오락,당구장,0,8,자리 문의,,A,,,,,아니요 3구는 되지만 대 다이는 없습니다,"3구, 대 다이",대 다이/대 당구대,3구/당구종류,
고객,마세는 몇 점 이상부터 칠 수 있어요?,H,관광여가오락,당구장,1,9,마세 가능 문의,,Q,,마세는 몇 점 이상부터 칠 수 있어요?,,,,"마세, 몇 점 ",마세/세워서 치는 샷,몇 점/당구실력,
점원,500 이상 칠 수 있습니다,H,관광여가오락,당구장,0,10,마세 가능 문의,,A,,,,,500 이상 칠 수 있습니다,500 이상,,500 이상/당구실력,
고객,당구 1시간에 얼마죠?,H,관광여가오락,당구장,1,1,요금 문의,,Q,,당구 1시간에 얼마죠?,,,,1시간,,1시간/이용시간,
점원,5000원입니다,H,관광여가오락,당구장,0,2,요금 문의,,A,,,,,5000원입니다,5000원,,5000원/가격,
고객,3시간 결제할게요,H,관광여가오락,당구장,1,3,결제 요청,,Q,,3시간 결제할게요,,,,"3시간, 결제",,3시간/이용시간,
점원,"네, 현금이신가요?",H,관광여가오락,당구장,0,4,결제수단 문의,결제수단,Q,,,네 현금이신가요?,,,현금,,현금/결제수단,
고객,카드로 계산할게요,H,관광여가오락,당구장,1,5,결제수단 문의,결제수던,A,,,,카드로 계산할게요,,"카드, 계산",,카드/결제수단,
점원,"네, 영수증 필요하시나요?",H,관광여가오락,당구장,0,6,영수증 문의,영수증,Q,,,네 영수증 필요하시나요?,,,영수증,,,
고객,필요해요,H,관광여가오락,당구장,1,7,영수증 문의,영수증,A,,,,필요해요,,,,,
점원,"네, 다른 것은 안 필요하세요?",H,관광여가오락,당구장,0,8,공통,공통,Q,,,네 다른 것은 안 필요하세요?,,,,,,
고객,혹시 생수도 파나요?,H,관광여가오락,당구장,1,9,음식 주문,,Q,,혹시 생수도 파나요?,,,,생수,,생수/음료종류,
점원,"네, 1병 서비스로 드릴게요",H,관광여가오락,당구장,0,10,음식 주문,,A,,,,,네 1병 서비스로 드릴게요,"1병, 서비스",,1병/개수,
고객,여기 포켓볼도 칠 수 있나요?,H,관광여가오락,당구장,1,1,포켓볼 테이블 문의,,Q,,여기 포켓볼도 칠 수 있나요?,,,,포켓볼,,포켓볼/당구종류,
점원,"네, 가능합니다",H,관광여가오락,당구장,0,2,포켓볼 테이블 문의,,A,,,,,네 가능합니다,,,,
고객,가격이 어떻게 되나요?,H,관광여가오락,당구장,1,3,요금 문의,,Q,,가격이 어떻게 되나요?,,,,가격,,,
점원,시간당 2500원입니다,H,관광여가오락,당구장,0,4,요금 문의,,A,,,,,시간당 2500원입니다,시간당 2500원,,시간당 2500원/이용요금,
고객,그럼 저희 포켓볼 칠게요,H,관광여가오락,당구장,1,5,포켓볼 테이블 문의,,Q,,그럼 저희 포켓볼 칠게요,,,,포켓볼,,포켓볼/이용요금,
점원,네 자리 안내해드리겠습니다,H,관광여가오락,당구장,0,6,포켓볼 테이블 문의,,A,,,,,네 자리 안내해드리겠습니다,"자리, 안내",,자리/당구대자리,
고객,음료수는 돈 내야 하나요?,H,관광여가오락,당구장,1,7,요금 문의,,Q,,음료수는 돈 내야 하나요?,,,,"음료수, 돈",,음료수/음료종류,
점원,네,H,관광여가오락,당구장,0,8,요금 문의,,A,,,,,네,,,,
고객,그럼 저희 물 4잔만 갖다 주세요,H,관광여가오락,당구장,1,9,음료 요청,,Q,,그럼 저희 물 4잔만 갖다 주세요,,,,"물, 4잔",,"물/음료종류, 4잔/개수",
점원,"네, 알겠습니다",H,관광여가오락,당구장,0,10,음료 요청,,A,,,,,네 알겠습니다,,,,
고객,여기 4구밖에 없나요?,H,관광여가오락,당구장,1,1,당구 종목 문의,,Q,,여기 4구밖에 없나요?,,,,4구,,4구/당구종류,
점원,저희 당구장은 포켓볼도 합니다,H,관광여가오락,당구장,0,2,당구 종목 문의,,A,,,,,저희 당구장은 포켓볼도 합니다,"당구장, 포켓볼",,포켓볼/당구종류,
고객,포켓볼 이용하러 왔는데요,H,관광여가오락,당구장,1,3,포켓볼 테이블 문의,,Q,,포켓볼 이용하러 왔는데요,,,,포켓볼,,포켓볼/당구종류,
점원,음료는 뭘로 하시겠어요?,H,관광여가오락,당구장,0,4,음료 요청,음료 주문,Q,,,음료는 뭘로 하시겠어요?,,,음료,,음료/음료종류,
고객,사이다 2개 콜라 2개로 주세요,H,관광여가오락,당구장,1,5,음료 요청,음료 주문,A,,,,사이다 2개 콜라 2개로 주세요,,"사이다, 2개, 콜라, 2개",,"사이다/음료종류, 2개/개수, 콜라/음료종류, 2개/개수",
점원,"네, 음료수랑 공 준비해드리겠습니다",H,관광여가오락,당구장,0,6,음료 요청,,A,,,,,네 음료수랑 공 준비해드리겠습니다,"음료수, 공, 준비",,음료수/음료종류,
고객,한 게임에 얼마죠?,H,관광여가오락,당구장,1,7,요금 문의,,Q,,한 게임에 얼마죠?,,,,한게임,,한게임/횟수,
점원,한 게임에 3000원입니다,H,관광여가오락,당구장,0,8,요금 문의,,A,,,,,한게임에 3000원입니다,한게임에 3000원,,한게임에 3000원/이용요금,
고객,카드 계산할게요,H,관광여가오락,당구장,1,9,결제 요청,,Q,,카드 계산할게요,,,,카드 계산,,카드 계산/결제수단,
점원,계산 완료됐습니다,H,관광여가오락,당구장,0,10,결제 요청,,A,,,,,계산 완료됐습니다,계산,,,
고객,두 시간에 얼마죠?,H,관광여가오락,당구장,1,1,요금 문의,,Q,,두 시간에 얼마죠?,,,,두 시간,,두 시간/이용시간,
점원,만 원이요,H,관광여가오락,당구장,0,2,요금 문의,,A,,,,,만 원이요,만 원,,만 원/가격,
고객,짜장면 배달되죠?,H,관광여가오락,당구장,1,3,외부 음식 반입 여부,,Q,,짜장면 배달되죠?,,,,"짜장면, 배달",,짜장면/중국집메뉴,
점원,네 됩니다,H,관광여가오락,당구장,0,4,외부 음식 반입 여부,,A,,,,,네 됩니다,,,,
고객,계산할게요,H,관광여가오락,당구장,1,5,결제 요청,,Q,,계산할게요,,,,계산,,,
점원,네 만 원입니다,H,관광여가오락,당구장,0,6,요금 문의,,A,,,,,네 만 원입니다,만 원,,만 원/가격,
고객,카드로 할게요,H,관광여가오락,당구장,1,7,결제 요청,,Q,,카드로 할게요,,,,카드,,,
점원,네 주세요,H,관광여가오락,당구장,0,8,결제 요청,,A,,,,,네 주세요,,,,
고객,영수증은 버려주세요,H,관광여가오락,당구장,1,9,영수증 문의,,Q,,영수증은 버려주세요,,,,영수증,,,
점원,"네, 감사합니다",H,관광여가오락,당구장,0,10,영수증 문의,,A,,,,,네 감사합니다,,,,
고객,여기 삼구 공으로 바꿔주세요,H,관광여가오락,당구장,1,1,공 요청,,Q,,여기 삼구 공으로 바꿔주세요,,,,삼구 공,,삼구 공/당구공종류,
점원,죄송하지만 현재 남아있는 삼구 공이 없네요,H,관광여가오락,당구장,0,2,공 요청,,A,,,,,죄송하지만 현재 남아있는 삼구 공이 없네요,삼구 공,,삼구 공/당구공종류,
고객,그러면 사구 계속 치고 있을 테니 삼구 공 들어오면 바로 말씀해주세요,H,관광여가오락,당구장,1,3,공 요청,,Q,,그러면 사구 계속 치고 있을 테니 삼구 공 들어오면 바로 말씀해주세요,,,,"사구, 삼구 공, 말씀",말씀/말,"사구/당구종류, 삼구 공/당구공종류",
점원,네 원래 이러지 않는데 요즘 손님이 많네요,H,관광여가오락,당구장,0,4,공 요청,,A,,,,,네 원래 이러지 않는데 요즘 손님이 많네요,"요즘, 손님",,,
고객,시간이 얼마나 걸릴까요?,H,관광여가오락,당구장,1,5,대기 시간 문의,,Q,,시간이 얼마나 걸릴까요?,,,,시간,,,
점원,정확한 시간을 말씀드리긴 어렵습니다,H,관광여가오락,당구장,0,6,대기 시간 문의,,A,,,,,정확한 시간을 말씀드리긴 어렵습니다,"시간, 말씀",말씀/말,,
고객,지금 다른 사람들 중에 대기하고 있는 인원이 있나요?,H,관광여가오락,당구장,1,7,대기 문의,,Q,,지금 다른 사람들 중에 대기하고 있는 인원이 있나요?,,,,"지금, 사람들, 대기, 인원",,,
점원,약 3팀 정도가 대기하고 계십니다,H,관광여가오락,당구장,0,8,대기 문의,,A,,,,,약 3팀 정도가 대기하고 계십니다,"3팀, 대기",,3팀/인원수,
고객,오늘은 시간이 없어 사구밖에 이용을 못하겠네요,H,관광여가오락,당구장,1,9,기타 문의,,Q,,오늘은 시간이 없어 사구밖에 이용을 못하겠네요,,,,"오늘, 시간, 사구, 이용",,사구/당구종류,
점원,다음에 오시면 꼭 이용하실 수 있도록 도와드리겠습니다,H,관광여가오락,당구장,0,10,기타 문의,,A,,,,,다음에 오시면 꼭 이용하실 수 있도록 도와드리겠습니다,이용,,,
고객,6명 가능한가요?,H,관광여가오락,당구장,1,1,단체 문의,,Q,,6명 가능한가요?,,,,6명,,6명/인원수,
점원,"네, 어서 오세요",H,관광여가오락,당구장,0,2,단체 문의,,A,,,,,네 어서 오세요,,,,
고객,여기는 비용이 어떻게 돼요?,H,관광여가오락,당구장,1,3,요금 문의,,Q,,여기는 비용이 어떻게 돼요?,,,,비용,,,
점원,10분에 2000원이에요,H,관광여가오락,당구장,0,4,요금 문의,,A,,,,,10분에 2000원이에요,10분에 2000원,,10분에 2000원/이용요금,
고객,몇 시까지 할 수 있어요?,H,관광여가오락,당구장,1,5,영업 시간 문의,,Q,,몇 시까지 할 수 있어요?,,,,몇 시,,몇 시/영업마감시간,
점원,새벽 2시까지 가능해요,H,관광여가오락,당구장,0,6,영업 시간 문의,,A,,,,,새벽 2시까지 가능해요,새벽 2시,,새벽 2시/영업마감시간,
고객,짜장면 배달도 되나요?,H,관광여가오락,당구장,1,7,외부 음식 반입 여부,,Q,,짜장면 배달도 되나요?,,,,"짜장면, 배달",,짜장면/중국집메뉴,
점원,"네, 물론이죠",H,관광여가오락,당구장,0,8,외부 음식 반입 여부,,A,,,,,네 물론이죠,,,,
고객,카드 결제되나요?,H,관광여가오락,당구장,1,9,결제수단 문의,,Q,,카드 결제되나요?,,,,카드 결제,,카드 결제/결제수단,
점원,"네, 가능합니다",H,관광여가오락,당구장,0,10,결제수단 문의,,A,,,,,네 가능합니다,가능,,,
고객,당구장 이용 가격 얼마죠?,H,관광여가오락,당구장,1,1,요금 문의,,Q,,당구장 이용 가격 얼마죠?,,,,"당구장, 이용 가격",,,
점원,10분에 1500원입니다,H,관광여가오락,당구장,0,2,요금 문의,,A,,,,,10분에 1500원입니다,10분에 1500원,,10분에 1500원/이용요금,
고객,배달시켜먹을 수 있나요?,H,관광여가오락,당구장,1,3,외부 음식 반입 여부,,Q,,배달시켜먹을 수 있나요?,,,,배달,,,
점원,"네, 당연하죠",H,관광여가오락,당구장,0,4,외부 음식 반입 여부,,A,,,,,네 당연하죠,,,,
고객,당구장 안에 커피 머신 있나요?,H,관광여가오락,당구장,1,5,시설 문의,,Q,,당구장 안에 커피 머신 있나요?,,,,"당구장 안, 커피머신",,당구장 안/특정위치,
점원,"네, 얼음도 있어서 차가운 음료 만들어서 드실 수 있어요",H,관광여가오락,당구장,0,6,시설 문의,,A,,,,,네 얼음도 있어서 차가운 음료 만들어서 드실 수 있어요,"얼음, 차가운 음료",,"얼음/음료종류, 차가운 음료/음료종류",
고객,정액권 끊으면 할인되나요?,H,관광여가오락,당구장,1,7,회원제 문의,,Q,,정액권 끊으면 할인되나요?,,,,"정액권, 할인",,,
점원,"네, 10퍼센트 할인됩니다",H,관광여가오락,당구장,0,8,회원제 문의,,A,,,,,네 10퍼센트 할인됩니다,10 퍼센트,,10 퍼센트/할인률,
고객,결제는 카드로 할게요,H,관광여가오락,당구장,1,9,결제 요청,,Q,,결제는 카드로 할게요,,,,"결제, 카드",,카드/결제수단,
점원,"네, 카드 받았습니다",H,관광여가오락,당구장,0,10,결제 요청,,A,,,,,네 카드 받았습니다,카드,,카드/결제수단,
고객,가격이 어떻게 되나요?,H,관광여가오락,당구장,1,1,요금 문의,,Q,,가격이 어떻게 되나요?,,,,가격,,,
점원,20분에 2000원입니다,H,관광여가오락,당구장,0,2,요금 문의,,A,,,,,20분에 2000원입니다,20분에 2000원,,20분에 2000원/이용요금,
고객,포켓볼도 되나요?,H,관광여가오락,당구장,1,3,포켓볼 테이블 문의,,Q,,포켓볼도 되나요?,,,,포켓볼,,포켓볼/당구종류,
점원,네 그럼요,H,관광여가오락,당구장,0,4,포켓볼 테이블 문의,,A,,,,,네 그럼요,,,,
고객,화장실은 어디죠?,H,관광여가오락,당구장,1,5,화장실 문의,,Q,,화장실은 어디죠?,,,,화장실,,,
점원,입구로 나가셔서 오른쪽 끝에 있어요,H,관광여가오락,당구장,0,6,화장실 문의,,A,,,,,입구로 나가셔서 오른쪽 끝에 있어요,"입구, 오른쪽 끝",,오른쪽 끝/화장실위치,
고객,중국집 전화번호 좀 주시겠어요?,H,관광여가오락,당구장,1,7,외부 음식 반입 여부,,Q,,중국집 전화번호 좀 주시겠어요?,,,,"중국집, 전화번호",,,
점원,여기 있습니다,H,관광여가오락,당구장,0,8,외부 음식 반입 여부,,A,,,,,여기 있습니다,,,,
고객,음료수 좀 더 주실 수 있나요?,H,관광여가오락,당구장,1,9,음료 요청,,Q,,음료수 좀 더 주실 수 있나요?,,,,음료수,,음료수/음료종류,
점원,"네, 그럼요",H,관광여가오락,당구장,0,10,음료 요청,,A,,,,,네 그럼요,,,,
고객,3구요,H,관광여가오락,당구장,1,1,3구4구 테이블 문의,,Q,,3구요,,,,3구,,3구/장구종류,
점원,지금 3구 자리가 없어요,H,관광여가오락,당구장,0,2,3구4구 테이블 문의,,A,,,,,지금 3구 자리가 없어요,"지금, 3구 자리",,3구 자리/당구대자리,
고객,그럼 일단 포켓볼 할게요,H,관광여가오락,당구장,1,3,포켓볼 테이블 문의,,Q,,그럼 일단 포켓볼 할게요,,,,포켓볼,,포켓볼/당구종류,
점원,"네, 3구 자리 나면 안내해 드릴게요",H,관광여가오락,당구장,0,4,포켓볼 테이블 문의,,A,,,,,네 3구 자리 나면 안내해 드릴게요,"3구 자리, 안내",,3구 자리/당구대자리,
고객,"네, 그리고 짜장면 하나랑 짬뽕 하나 탕수육 중 하나 주문이요",H,관광여가오락,당구장,1,5,외부 음식 반입 여부,,Q,,네 그리고 짜장면 하나랑 짬뽕 하나 탕수육 중 하나 주문이요,,,,"짜장면, 하나, 짬뽕, 하나, 탕수육, 중, 하나",,"짜장면/중국집메뉴, 하나/개수, 짬뽕/중국집메뉴, 하나/개수, 탕수육/중국집메뉴, 중/크기, 하나/개수",
점원,"네, 주문해 드리겠습니다",H,관광여가오락,당구장,0,6,음식 주문,,A,,,,,네 주문해 드리겠습니다,주문,,,
고객,계산은 배달 오면 배달부에게 하는 거죠?,H,관광여가오락,당구장,1,7,외부 음식 반입 여부,,Q,,계산은 배달 오면 배달부에게 하는 거죠?,,,,"계산, 배달, 배달부",,,
점원,"네, 게임비만 저에게 내시면 됩니다",H,관광여가오락,당구장,0,8,요금 문의,,A,,,,,네 게임 비만 저에게 내시면 됩니다,게임비,,게임비/이용요금,
고객,"네, 3구 자리 나면 알려주세요",H,관광여가오락,당구장,1,9,자리 문의,,Q,,네 3구 자리 나면 알려주세요,,,,3구 자리,,3구 자리/당구대자리,
점원,"네, 바로 안내해 드리겠습니다",H,관광여가오락,당구장,0,10,자리 문의,,A,,,,,네 바로 안내해 드리겠습니다,안내,,,
고객,3명인데 저기 빈자리에서 하면 되나요?,H,관광여가오락,당구장,1,1,자리 문의,,Q,,3명인데 저기 빈자리에서 하면 되나요?,,,,"3명, 빈자리",,"3명/인원수, 빈자리/당구대자리",
점원,네 빈 곳 아무 데서나 하시면 돼요,H,관광여가오락,당구장,0,2,자리 문의,,A,,,,,네 빈 곳 아무 데서나 하시면 돼요,빈 곳,,빈 곳/당구대자리,
고객,시간에 얼마예요?,H,관광여가오락,당구장,1,3,요금 문의,,Q,,시간에 얼마예요?,,,,시간,,,
점원,세 분이시면 2만 원입니다,H,관광여가오락,당구장,0,4,요금 문의,,A,,,,,세분이시면 2만 원입니다,"세 분, 2만 원",,"세 분/인원수, 2만 원/가격",
고객,선불인가요?,H,관광여가오락,당구장,1,5,정산 문의,,Q,,선불인가요?,,,,선불,,선불/결제방법,
점원,미리 내셔도 되고 가실 때 내셔도 됩니다,H,관광여가오락,당구장,0,6,정산 문의,,A,,,,,미리 내셔도 되고 가실 때 내셔도 됩니다,,,,
고객,그럼 갈 때 계산할게요,H,관광여가오락,당구장,1,7,정산 문의,,Q,,그럼 갈 때 계산할게요,,,,계산,,,
점원,네 편하신 데로 하세요,H,관광여가오락,당구장,0,8,정산 문의,,A,,,,,네 편하신 데로 하세요,,,,
고객,혹시 흡연실은 있나요?,H,관광여가오락,당구장,1,9,흡연실 문의,,Q,,혹시 흡연실은 있나요?,,,,흡연실,,,
점원,화장실 옆쪽으로 가시면 있어요,H,관광여가오락,당구장,0,10,흡연실 문의,,A,,,,,화장실 옆쪽으로 가시면 있어요,"화장실, 옆쪽",,화장실 옆쪽/흡연실위치,
고객,여섯 명 자리가 남아있나요?,H,관광여가오락,당구장,1,1,자리 문의,,Q,,여섯 명 자리가 남아있나요?,,,,여섯 명 자리,,여섯 명 자리/당구대자리,
점원,이쪽 자리 금방 치워드리겠습니다,H,관광여가오락,당구장,0,2,자리 문의,,A,,,,,이쪽 자리 금방 치워드리겠습니다,이쪽 자리,,이쪽 자리/당구대자리,
