"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스","",""
"고객","특화수업은 방학 때 개설 하나봐요?","C","학원","미술학원","1","354","방학특화수업문의","","Q","","특화수업은 방학 때 개설 하나봐요?","","","","","","","",""
"고객","카툰을 방학 때 특화수업으로 듣고 싶은데요","C","학원","미술학원","1","354","방학특화수업문의","","Q","","카툰을 방학 때 특화수업으로 듣고 싶은데요","","","","","","","",""
"고객","여름방학에 입시반은 특화수업 들어가야겠죠?","C","학원","미술학원","1","354","방학특화수업문의","","Q","","여름방학에 입시반은 특화수업 들어가야겠죠?","","","","","","","",""
"고객","방학 때 풍경화 특화수업하러 야외 나가나요?","C","학원","미술학원","1","354","방학특화수업문의","","Q","","방학 때 풍경화 특화수업하러 야외 나가나요?","","","","","","","",""
"고객","그 청담미술학원이죠?","C","학원","미술학원","1","354","학원확인","","Q","","그 청담미술학원이죠?","","","","","","","",""
"고객","미술학원입니까?","C","학원","미술학원","1","354","학원확인","","Q","","미술학원입니까?","","","","","","","",""
"고객","가우디 미술학원이 여기죠?","C","학원","미술학원","1","354","학원확인","","Q","","가우디 미술학원이 여기죠?","","","","","","","",""
"고객","따로 애니메이션 과정이 있어요?","C","학원","미술학원","1","354","애니메이션과정문의","","Q","","따로 애니메이션 과정이 있어요?","","","","","","","",""
"고객","애니메이션 과정을 새로 만드실 계획은 없으세요?","C","학원","미술학원","1","354","애니메이션과정문의","","Q","","애니메이션 과정을 새로 만드실 계획은 없으세요?","","","","","","","",""
"고객","만화그리기를 넘 좋아해서 애니메이션 과정을 알고싶은데요?","C","학원","미술학원","1","354","애니메이션과정문의","","Q","","만화그리기를 넘 좋아해서 애니메이션 과정을 알고싶은데요?","","","","","","","",""
"고객","애니메이션 과정은 어떻게 진도를 나갑니까?","C","학원","미술학원","1","354","애니메이션과정문의","","Q","","애니메이션 과정은 어떻게 진도를 나갑니까?","","","","","","","",""
"고객","애니메이션 과정은 교재가 있어요?","C","학원","미술학원","1","354","애니메이션과정문의","","Q","","애니메이션 과정은 교재가 있어요?","","","","","","","",""
"고객","상담을 하고 싶은데 예약을 할까요?","C","학원","미술학원","1","354","상담예약문의","","Q","","상담을 하고 싶은데 예약을 할까요?","","","","","","","",""
"고객","시간이 안맞아서 예약을 해놓고 맞춰서 상담하러 올까요?","C","학원","미술학원","1","354","상담예약문의","","Q","","시간이 안맞아서 예약을 해놓고 맞춰서 상담하러 올까요?","","","","","","","",""
"고객","혹시 원장님과 직접 상담하려면 예약해야하나요?","C","학원","미술학원","1","354","상담예약문의","","Q","","혹시 원장님과 직접 상담하려면 예약해야하나요?","","","","","","","",""
"고객","상담 좀 예약하고 싶은데요","C","학원","미술학원","1","354","상담예약문의","","Q","","상담 좀 예약하고 싶은데요","","","","","","","",""
"고객","토요일에 아이와 함께 들리고 싶은데 시간 예약가능합니까?","C","학원","미술학원","1","354","상담예약문의","","Q","","토요일에 아이와 함께 들리고 싶은데 시간 예약가능합니까?","","","","","","","",""
"고객","여기 저녁 급식 해 주시나요?","C","학원","미술학원","1","354","급식.간식서비스유무문의","","Q","","여기 저녁 급식 해 주시나요?","","","","","","","",""
"고객","간식 서비스는 어떻게 되나요?","C","학원","미술학원","1","354","급식.간식서비스유무문의","","Q","","간식 서비스는 어떻게 되나요?","","","","","","","",""
"고객","간식을 챙겨주시는 지 가져와야하는 지 궁금한데요?","C","학원","미술학원","1","354","급식.간식서비스유무문의","","Q","","간식을 챙겨주시는 지 가져와야하는 지 궁금한데요?","","","","","","","",""
"고객","급식이 있습니까?","C","학원","미술학원","1","354","급식.간식서비스유무문의","","Q","","급식이 있습니까?","","","","","","","",""
"고객","간식 학원에서 제공해주는지요?","C","학원","미술학원","1","354","급식.간식서비스유무문의","","Q","","간식 학원에서 제공해주는지요?","","","","","","","",""
"고객","형제를 할인해 주는 제도가 있나요?","C","학원","미술학원","1","354","형제할인가능유무문의","","Q","","형제를 할인해 주는 제도가 있나요?","","","","","","","",""
"고객","동생도 같이 보내면 추가할인이 있는지요?","C","학원","미술학원","1","354","형제할인가능유무문의","","Q","","동생도 같이 보내면 추가할인이 있는지요?","","","","","","","",""
"고객","할인해 주신다면 형도 같이 보내고 싶은데요?","C","학원","미술학원","1","354","형제할인가능유무문의","","Q","","할인해 주신다면 형도 같이 보내고 싶은데요?","","","","","","","",""
"고객","언니하고 같이 보낼테니 할인가능한 지 궁금하네요","C","학원","미술학원","1","354","형제할인가능유무문의","","Q","","언니하고 같이 보낼테니 할인가능한 지 궁금하네요","","","","","","","",""
"고객","오빠도 같이 오고 싶어하는데 그럼 할인이 좀 되나요?","C","학원","미술학원","1","354","형제할인가능유무문의","","Q","","오빠도 같이 오고 싶어하는데 그럼 할인이 좀 되나요?","","","","","","","",""
"고객","여기 몇 시부터 시작해요?","C","학원","미술학원","1","354","오픈시간문의","","Q","","여기 몇 시부터 시작해요?","","","","","","","",""
"고객","첫 수업시간은 몇 시예요?","C","학원","미술학원","1","354","오픈시간문의","","Q","","첫 수업시간은 몇 시예요?","","","","","","","",""
"고객","학원은 몇 시에 문 열죠?","C","학원","미술학원","1","354","오픈시간문의","","Q","","학원은 몇 시에 문 열죠?","","","","","","","",""
"고객","몇 시부터 학원수업 시작합니까?","C","학원","미술학원","1","354","오픈시간문의","","Q","","몇 시부터 학원수업 시작합니까?","","","","","","","",""
"고객","학원 문은 몇 시에 열어요?","C","학원","미술학원","1","354","오픈시간문의","","Q","","학원 문은 몇 시에 열어요?","","","","","","","",""
"고객","학원 수강은 몇 시가 제일 마지막이예요?","C","학원","미술학원","1","354","마지막타임시간문의","","Q","","학원 수강은 몇 시가 제일 마지막이예요?","","","","","","","",""
"고객","밤 몇 시까지 합니까?","C","학원","미술학원","1","354","마지막타임시간문의","","Q","","밤 몇 시까지 합니까?","","","","","","","",""
"고객","제일 늦은 시간은 몇 시부터 시작하나요?","C","학원","미술학원","1","354","마지막타임시간문의","","Q","","제일 늦은 시간은 몇 시부터 시작하나요?","","","","","","","",""
"고객","마지막 수업이라도 들어가려면 몇 시까지 와야하죠?","C","학원","미술학원","1","354","마지막타임시간문의","","Q","","마지막 수업이라도 들어가려면 몇 시까지 와야하죠?","","","","","","","",""
"고객","학원 몇 시가 끝 수업시간이예요?","C","학원","미술학원","1","354","마지막타임시간문의","","Q","","학원 몇 시가 끝 수업시간이예요?","","","","","","","",""
"고객","영어 라이팅반도 따로 있죠?","C","학원","어학원","1","354","수강과목문의","","Q","","영어 라이팅반도 따로 있죠?","","","","","","","",""
"고객","러시아어 반도 있어요?","C","학원","어학원","1","354","수강과목문의","","Q","","러시아어 반도 있어요?","","","","","","","",""
"고객","혹시 토익반은 없나요?","C","학원","어학원","1","354","수강과목문의","","Q","","혹시 토익반은 없나요?","","","","","","","",""
"고객","영어 프리토킹반이 별도로 있습니까?","C","학원","어학원","1","354","수강과목문의","","Q","","영어 프리토킹반이 별도로 있습니까?","","","","","","","",""
"고객","등록 방법을 알려주세요","C","학원","어학원","1","354","등록방법문의","","Q","","등록 방법을 알려주세요","","","","","","","",""
"고객","전화로 등록 신청해도 되나요?","C","학원","어학원","1","354","등록방법문의","","Q","","전화로 등록 신청해도 되나요?","","","","","","","",""
"고객","회비를 내고 등록 신청서를 쓰는 거예요?","C","학원","어학원","1","354","등록방법문의","","Q","","회비를 내고 등록 신청서를 쓰는 거예요?","","","","","","","",""
"고객","여기다 등록 신청하는 건가요?","C","학원","어학원","1","354","등록방법문의","","Q","","여기다 등록 신청하는 건가요?","","","","","","","",""
"고객","몇 개월 배우면 외국인 말을 알아들을 수 있을까요?","C","학원","어학원","1","354","진도문의","","Q","","몇 개월 배우면 외국인 말을 알아들을 수 있을까요?","","","","","","","",""
"고객","진도가 빠른 편인가요?","C","학원","어학원","1","354","진도문의","","Q","","진도가 빠른 편인가요?","","","","","","","",""
"고객","토익반은 책 한 권 떼는데 기본적으로 수강 기간이 몇 개월되나요?","C","학원","어학원","1","354","수강기간문의","","Q","","토익반은 책 한 권 떼는데 기본적으로 수강 기간이 몇 개월되나요?","","","","","","","",""
"고객","프리토킹반은 기본 몇 개월로 짜여있나요?","C","학원","어학원","1","354","수강기간문의","","Q","","프리토킹반은 기본 몇 개월로 짜여있나요?","","","","","","","",""
"고객","어린이 회화반에서 기본 교재를 다 마스터하는 게 6개월 과정인가요??","C","학원","어학원","1","354","수강기간문의","","Q","","어린이 회화반에서 기본 교재를 다 마스터하는 게 6개월 과정인가요??","","","","","","","",""
"고객","방학 보충반은 몇 일 과정인가요?","C","학원","어학원","1","354","수강기간문의","","Q","","방학 보충반은 몇 일 과정인가요?","","","","","","","",""
"고객","외국인과 일상대화 좀 하려면 얼마나 다녀야 하나요?","C","학원","어학원","1","354","실력향상문의","","Q","","외국인과 일상대화 좀 하려면 얼마나 다녀야 하나요?","","","","","","","",""
"고객","문법 실력을 키우려면 어떻게 해야하죠?","C","학원","어학원","1","354","실력향상문의","","Q","","문법 실력을 키우려면 어떻게 해야하죠?","","","","","","","",""
"고객","토익점수를 높이기 위한 비법이 있으면 가르쳐주세요","C","학원","어학원","1","354","실력향상문의","","Q","","토익점수를 높이기 위한 비법이 있으면 가르쳐주세요","","","","","","","",""
"고객","고급반으로 올라가려면 많이 읽어야하나요 많이 들어야하나요?","C","학원","어학원","1","354","실력향상문의","","Q","","고급반으로 올라가려면 많이 읽어야하나요 많이 들어야하나요?","","","","","","","",""
"고객","미국으로 유학을 보내고 싶은데 대비반이 있나요?","C","학원","어학원","1","354","유학대비반문의","","Q","","미국으로 유학을 보내고 싶은데 대비반이 있나요?","","","","","","","",""
"고객","여기 유학 대비반 운영하죠?","C","학원","어학원","1","354","유학대비반문의","","Q","","여기 유학 대비반 운영하죠?","","","","","","","",""
"고객","유학 대비반은 몇 명 정도 지금 수강하고 있어요?","C","학원","어학원","1","354","유학대비반문의","","Q","","유학 대비반은 몇 명 정도 지금 수강하고 있어요?","","","","","","","",""
"고객","유럽으로 유학가려면 대비반 들어가서 몇 개월 정도 수강해야할까요?","C","학원","어학원","1","354","유학대비반문의","","Q","","유럽으로 유학가려면 대비반 들어가서 몇 개월 정도 수강해야할까요?","","","","","","","",""
"고객","종합영어 속성반이 과정별로 3종류나 되는데 좀 추천해주세요","C","학원","어학원","1","354","교육과정추천","","Q","","종합영어 속성반이 과정별로 3종류나 되는데 좀 추천해주세요","","","","","","","",""
"고객","어떤 교육과정이 단기로 효과가 있는 지 추천 부탁드립니다","C","학원","어학원","1","354","교육과정추천","","Q","","어떤 교육과정이 단기로 효과가 있는 지 추천 부탁드립니다","","","","","","","",""
"고객","선생님이 추천해 주신다면 저한테 맞는 교육과정은 어떤 걸까요?","C","학원","어학원","1","354","교육과정추천","","Q","","선생님이 추천해 주신다면 저한테 맞는 교육과정은 어떤 걸까요?","","","","","","","",""
"고객","회화와 독해를 따로 나눈 교육과정을 추천할 만하신가요?","C","학원","어학원","1","354","교육과정추천","","Q","","회화와 독해를 따로 나눈 교육과정을 추천할 만하신가요?","","","","","","","",""
"고객","회화레벨 6까지 들으면 외국인과 대화 좀 할 수 있겠죠?","C","학원","어학원","1","354","수강후효과문의","","Q","","회화레벨 6까지 들으면 외국인과 대화 좀 할 수 있겠죠?","","","","","","","",""
"고객","방학동안 내신반을 다닌 학생들의 내신 성적이 좀 올라겠어요?","C","학원","어학원","1","354","수강후효과문의","","Q","","방학동안 내신반을 다닌 학생들의 내신 성적이 좀 올라겠어요?","","","","","","","",""
"고객","선생님이 직접 가르치시나요?","C","학원","어학원","1","354","수업선생님문의","","Q","","선생님이 직접 가르치시나요?","","","","","","","",""
"고객","회화 선생님은 어떤 분이세요?","C","학원","어학원","1","354","수업선생님문의","","Q","","회화 선생님은 어떤 분이세요?","","","","","","","",""
"고객","토익반 선생님이 이번에 새로오신 분이라면서요?","C","학원","어학원","1","354","수업선생님문의","","Q","","토익반 선생님이 이번에 새로오신 분이라면서요?","","","","","","","",""
"고객","여기가 영어학원 맞죠?","C","학원","어학원","1","354","학원확인","","Q","","여기가 영어학원 맞죠?","","","","","","","",""
"고객","청담어학원인가요?","C","학원","어학원","1","354","학원확인","","Q","","청담어학원인가요?","","","","","","","",""
"고객","이 번에 건너편에서 이전 온 영어학원이죠?","C","학원","어학원","1","354","학원확인","","Q","","이 번에 건너편에서 이전 온 영어학원이죠?","","","","","","","",""
"고객","새로 오픈한 영어학원이 여긴가요?","C","학원","어학원","1","354","학원확인","","Q","","새로 오픈한 영어학원이 여긴가요?","","","","","","","",""
"고객","송인동에도 지점이 있나요?","C","학원","어학원","1","354","지점유무문의","","Q","","송인동에도 지점이 있나요?","","","","","","","",""
"고객","본점 지점 다 있죠?","C","학원","어학원","1","354","지점유무문의","","Q","","본점 지점 다 있죠?","","","","","","","",""
"고객","여기 어학원 지점이 제주도에도 있다면서요?","C","학원","어학원","1","354","지점유무문의","","Q","","여기 어학원 지점이 제주도에도 있다면서요?","","","","","","","",""
"고객","지점은 따로 없나요?","C","학원","어학원","1","354","지점유무문의","","Q","","지점은 따로 없나요?","","","","","","","",""
"고객","초급반 교재는 뭘로 쓰나요?","C","학원","어학원","1","354","레벨별교재문의","","Q","","초급반 교재는 뭘로 쓰나요?","","","","","","","",""
"고객","교재가 중급반가면 달라집니까?","C","학원","어학원","1","354","레벨별교재문의","","Q","","교재가 중급반가면 달라집니까?","","","","","","","",""
"고객","매 레벨마다 교재를 새로 사야해요?","C","학원","어학원","1","354","레벨별교재문의","","Q","","매 레벨마다 교재를 새로 사야해요?","","","","","","","",""
"고객","고급반은 교재가 따로 없이 프리토킹한다면서요?","C","학원","어학원","1","354","레벨별교재문의","","Q","","고급반은 교재가 따로 없이 프리토킹한다면서요?","","","","","","","",""
"고객","학원 자체 교재가 있다면서요?","C","학원","어학원","1","354","학원교재문의","","Q","","학원 자체 교재가 있다면서요?","","","","","","","",""
"고객","여기 교제는 시중에서는 살 수 없어요?","C","학원","어학원","1","354","학원교재문의","","Q","","여기 교제는 시중에서는 살 수 없어요?","","","","","","","",""
"고객","학원교재만 따로 구입이 가능한가요?","C","학원","어학원","1","354","학원교재문의","","Q","","학원교재만 따로 구입이 가능한가요?","","","","","","","",""
"고객","독해교재가 상중하로 나눠져있나요?","C","학원","어학원","1","354","과정별교재문의","","Q","","독해교재가 상중하로 나눠져있나요?","","","","","","","",""
"고객","이건 회화과정 교재 시리즈예요?","C","학원","어학원","1","354","과정별교재문의","","Q","","이건 회화과정 교재 시리즈예요?","","","","","","","",""
"고객","수능대비반은 교재가 몇 권 정도 됩니까?","C","학원","어학원","1","354","과정별교재문의","","Q","","수능대비반은 교재가 몇 권 정도 됩니까?","","","","","","","",""
"고객","토익반의 교재 좀 보고싶은데요","C","학원","어학원","1","354","과정별교재문의","","Q","","토익반의 교재 좀 보고싶은데요","","","","","","","",""
"고객","이 학원은 생긴 지 오래됐어요?","C","학원","어학원","1","354","운영기간문의","","Q","","이 학원은 생긴 지 오래됐어요?","","","","","","","",""
"고객","이 자리에 학원하신 지 한 육년 되셨죠?","C","학원","어학원","1","354","운영기간문의","","Q","","이 자리에 학원하신 지 한 육년 되셨죠?","","","","","","","",""
"고객","이제 문 연지 얼마 안된 것 같은데요?","C","학원","어학원","1","354","운영기간문의","","Q","","이제 문 연지 얼마 안된 것 같은데요?","","","","","","","",""
"고객","학원 지금 몇 년째예요?","C","학원","어학원","1","354","운영기간문의","","Q","","학원 지금 몇 년째예요?","","","","","","","",""
"고객","회화기초반 선생님은 나이가 얼마나 되신 분이세요?","C","학원","어학원","1","354","선생님인적사항관련문의","","Q","","회화기초반 선생님은 나이가 얼마나 되신 분이세요?","","","","","","","",""
"고객","프리토킹반 선생님은 호주분이신가봐요?","C","학원","어학원","1","354","선생님인적사항관련문의","","Q","","프리토킹반 선생님은 호주분이신가봐요?","","","","","","","",""
"고객","토요일은 수업하나요?","C","학원","어학원","1","354","수업요일문의","","Q","","토요일은 수업하나요?","","","","","","","",""
"고객","일요일은 수업안하죠?","C","학원","어학원","1","354","수업요일문의","","Q","","일요일은 수업안하죠?","","","","","","","",""
"고객","금욜까지 수업하시는거죠?","C","학원","어학원","1","354","수업요일문의","","Q","","금욜까지 수업하시는거죠?","","","","","","","",""
"고객","화요일만 빼고 수업하신다구요?","C","학원","어학원","1","354","수업요일문의","","Q","","화요일만 빼고 수업하신다구요?","","","","","","","",""
"고객","몇 시면 수업 다 끝나요?","C","학원","어학원","1","354","마감시간문의","","Q","","몇 시면 수업 다 끝나요?","","","","","","","",""
"고객","학원 문은 몇 시에 닫아요?","C","학원","어학원","1","354","마감시간문의","","Q","","학원 문은 몇 시에 닫아요?","","","","","","","",""
"고객","월요일은 몇 시까지 수업해요?","C","학원","어학원","1","354","마감시간문의","","Q","","월요일은 몇 시까지 수업해요?","","","","","","","",""
"고객","학원 전화번호 좀 알 수 있읍니까?","C","학원","어학원","1","354","학원전화번호문의","","Q","","학원 전화번호 좀 알 수 있읍니까?","","","","","","","",""
"고객","토익만 다루는 어학원이 이 인근에 있나요?","C","학원","어학원","1","354","인근어학원문의","","Q","","토익만 다루는 어학원이 이 인근에 있나요?","","","","","","","",""
"고객","길 건너 학원이 라이팅을 주로 다룬다는데 잘 아세요?","C","학원","어학원","1","354","인근어학원문의","","Q","","길 건너 학원이 라이팅을 주로 다룬다는데 잘 아세요?","","","","","","","",""
"고객","성인반은 따로 구분되죠?","C","학원","어학원","1","354","학생반,성인반구분문의","","Q","","성인반은 따로 구분되죠?","","","","","","","",""
"고객","학생반은 성인반하고 별개예요?","C","학원","어학원","1","354","학생반,성인반구분문의","","Q","","학생반은 성인반하고 별개예요?","","","","","","","",""
"고객","학생들하고 성인들은 반이 달라요?","C","학원","어학원","1","354","학생반,성인반구분문의","","Q","","학생들하고 성인들은 반이 달라요?","","","","","","","",""
"고객","학생과 성인이 섞여있나요?","C","학원","어학원","1","354","학생반,성인반구분문의","","Q","","학생과 성인이 섞여있나요?","","","","","","","",""
"고객","어학연수 단기라하면 보통 몇 개월인가요?","C","학원","어학원","1","354","단기어학연수기간문의","","Q","","어학연수 단기라하면 보통 몇 개월인가요?","","","","","","","",""
"고객","2개월 단기로도 어학연수를 가나요?","C","학원","어학원","1","354","단기어학연수기간문의","","Q","","2개월 단기로도 어학연수를 가나요?","","","","","","","",""
"고객","단기 어학연수 3개월 잡으면 기간 적당할까요?","C","학원","어학원","1","354","단기어학연수기간문의","","Q","","단기 어학연수 3개월 잡으면 기간 적당할까요?","","","","","","","",""
"고객","여기서 계획한 단기 어학연수 기간은 어느 정도입니까?","C","학원","어학원","1","354","단기어학연수기간문의","","Q","","여기서 계획한 단기 어학연수 기간은 어느 정도입니까?","","","","","","","",""
"고객","제일 가려고하는 어학연수국가는 미국이겠죠?","C","학원","어학원","1","354","선호하는어학연수나라문의","","Q","","제일 가려고하는 어학연수국가는 미국이겠죠?","","","","","","","",""
"고객","호주도 어학연수가기에 인기가 좋습니까?","C","학원","어학원","1","354","선호하는어학연수나라문의","","Q","","호주도 어학연수가기에 인기가 좋습니까?","","","","","","","",""
"고객","어학연수를 요새는 어디로들 많이 가나요?","C","학원","어학원","1","354","선호하는어학연수나라문의","","Q","","어학연수를 요새는 어디로들 많이 가나요?","","","","","","","",""
"고객","동남아가 어학연수지로는 인기가 어때요?","C","학원","어학원","1","354","선호하는어학연수나라문의","","Q","","동남아가 어학연수지로는 인기가 어때요?","","","","","","","",""
"고객","평균적으로 어학연수 비용이 어떻게 됩니까?","C","학원","어학원","1","354","어학연수비용문의","","Q","","평균적으로 어학연수 비용이 어떻게 됩니까?","","","","","","","",""
"고객","여기는 따로 공부방 운영을 하나요?","C","학원","어학원","1","354","공부방유무문의","","Q","","여기는 따로 공부방 운영을 하나요?","","","","","","","",""
"고객","혹시 공부방이 따로 있어요?","C","학원","어학원","1","354","공부방유무문의","","Q","","혹시 공부방이 따로 있어요?","","","","","","","",""
"고객","빈 강의실이라든지 공부방 대용으로 쓸 장소가 있는지요?","C","학원","어학원","1","354","공부방유무문의","","Q","","빈 강의실이라든지 공부방 대용으로 쓸 장소가 있는지요?","","","","","","","",""
"고객","결제는 카드로 할 수 있죠?","C","학원","어학원","1","354","결제방식문의","","Q","","결제는 카드로 할 수 있죠?","","","","","","","",""
"고객","추천하실만한 어학연수국이 있는지요?","C","학원","어학원","1","354","어학연수국가추천요청","","Q","","추천하실만한 어학연수국이 있는지요?","","","","","","","",""
"고객","우리애한테 맞는 어학연수국을 좀 골라주세요","C","학원","어학원","1","354","어학연수국가추천요청","","Q","","우리애한테 맞는 어학연수국을 좀 골라주세요","","","","","","","",""
"고객","어느나라로 어학연수를 가면 좋을까요?","C","학원","어학원","1","354","어학연수국가추천요청","","Q","","어느나라로 어학연수를 가면 좋을까요?","","","","","","","",""
"고객","하와이로도 어학 연수를 가나요?","C","학원","어학원","1","354","어학연수국가문의","","Q","","하와이로도 어학 연수를 가나요?","","","","","","","",""
"고객","어학연수를 괌으로 가기도 하나요?","C","학원","어학원","1","354","어학연수국가문의","","Q","","어학연수를 괌으로 가기도 하나요?","","","","","","","",""
"고객","뉴질랜드로 어학연수를 가는 사람도 있던데요?","C","학원","어학원","1","354","어학연수국가문의","","Q","","뉴질랜드로 어학연수를 가는 사람도 있던데요?","","","","","","","",""
"고객","어학연수는 그래도 미국이죠?","C","학원","어학원","1","354","어학연수국가문의","","Q","","어학연수는 그래도 미국이죠?","","","","","","","",""
"고객","어학연수 프로그램에서는 기간을 몇 개월로 잡고 있어요?","C","학원","어학원","1","354","어학연수기간문의","","Q","","어학연수 프로그램에서는 기간을 몇 개월로 잡고 있어요?","","","","","","","",""
"고객","제대로 완성하려면 연수 기간을 얼마나 잡아야하나요?","C","학원","어학원","1","354","어학연수기간문의","","Q","","제대로 완성하려면 연수 기간을 얼마나 잡아야하나요?","","","","","","","",""
"고객","영국은 어학연수 기간이 어떻게되죠?","C","학원","어학원","1","354","어학연수기간문의","","Q","","영국은 어학연수 기간이 어떻게되죠?","","","","","","","",""
"고객","어학연수 기간은 나라마다 다른가요?","C","학원","어학원","1","354","어학연수기간문의","","Q","","어학연수 기간은 나라마다 다른가요?","","","","","","","",""
"고객","식사를 해결해 주는 홈스테이를 원하는데요?","C","학원","어학원","1","354","외국생활관련문의","","Q","","식사를 해결해 주는 홈스테이를 원하는데요?","","","","","","","",""
"고객","세탁실이 따로 있겠죠?","C","학원","어학원","1","354","외국생활관련문의","","Q","","세탁실이 따로 있겠죠?","","","","","","","",""
"고객","방학기간동안 수업 시간표가 궁금한데요?","C","학원","어학원","1","354","기간에따른수업시간표문의","","Q","","방학기간동안 수업 시간표가 궁금한데요?","","","","","","","",""
"고객","강의 시간표가 한 달마다 바뀌나요?","C","학원","어학원","1","354","기간에따른수업시간표문의","","Q","","강의 시간표가 한 달마다 바뀌나요?","","","","","","","",""
"고객","내신반 3개월의 수업 시간표를 의논하고 싶어요","C","학원","어학원","1","354","기간에따른수업시간표문의","","Q","","내신반 3개월의 수업 시간표를 의논하고 싶어요","","","","","","","",""
"고객","초급반은 이 수업 시간표로 언제까지 진행되죠?","C","학원","어학원","1","354","기간에따른수업시간표문의","","Q","","초급반은 이 수업 시간표로 언제까지 진행되죠?","","","","","","","",""
"고객","딸 애의 어학 연수를 상담하고 싶어요","C","학원","어학원","1","354","어학연수문의","","Q","","딸 애의 어학 연수를 상담하고 싶어요","","","","","","","",""
"고객","회화하고 문법을 동시에 수강하고 싶은데 가능한가요?","C","학원","어학원","1","354","두과목이상수강문의","","Q","","회화하고 문법을 동시에 수강하고 싶은데 가능한가요?","","","","","","","",""
"고객","토익반과 회화를 두 개다 신청하면 벅찰까요?","C","학원","어학원","1","354","두과목이상수강문의","","Q","","토익반과 회화를 두 개다 신청하면 벅찰까요?","","","","","","","",""
"고객","라이팅반과 회화 둘 다 등록해도 되나요?","C","학원","어학원","1","354","두과목이상수강문의","","Q","","라이팅반과 회화 둘 다 등록해도 되나요?","","","","","","","",""
"고객","두 과목 이상 수강 신청할 수 있죠?","C","학원","어학원","1","354","두과목이상수강문의","","Q","","두 과목 이상 수강 신청할 수 있죠?","","","","","","","",""
"고객","내일 못오는데 금욜 수업에 보강해 주실 수 있어요?","C","학원","어학원","1","354","대체수업문의","","Q","","내일 못오는데 금욜 수업에 보강해 주실 수 있어요?","","","","","","","",""
"고객","설날 빠진 수업은 언제 보강해 주시나요?","C","학원","어학원","1","354","대체수업문의","","Q","","설날 빠진 수업은 언제 보강해 주시나요?","","","","","","","",""
"고객","다음 주 보강해주시면 이번 주 학교서 가는 견학 신청하려구요","C","학원","어학원","1","354","대체수업문의","","Q","","다음 주 보강해주시면 이번 주 학교서 가는 견학 신청하려구요","","","","","","","",""
"고객","제 또래도 수강하나요?","C","학원","어학원","1","354","수강대상문의","","Q","","제 또래도 수강하나요?","","","","","","","",""
"고객","여학생이 좀 있어요?","C","학원","어학원","1","354","수강대상문의","","Q","","여학생이 좀 있어요?","","","","","","","",""
"고객","현금영수증 처리 해주실 수 있죠?","C","학원","어학원","1","354","현금영수증발급가능문의","","Q","","현금영수증 처리 해주실 수 있죠?","","","","","","","",""
"고객","현금영수증 부탁드려도 될까요?","C","학원","어학원","1","354","현금영수증발급가능문의","","Q","","현금영수증 부탁드려도 될까요?","","","","","","","",""
"고객","현금영수증 발급해 주시나요?","C","학원","어학원","1","354","현금영수증발급가능문의","","Q","","현금영수증 발급해 주시나요?","","","","","","","",""
"고객","호주로 갈려면 시사영어를 좀 배워야한다던데요?","C","학원","어학원","1","354","유학국가별수업내용문의","","Q","","호주로 갈려면 시사영어를 좀 배워야한다던데요?","","","","","","","",""
"고객","필리핀유학 준비반에서 특별히 다루는 수업내용이 있나요?","C","학원","어학원","1","354","유학국가별수업내용문의","","Q","","필리핀유학 준비반에서 특별히 다루는 수업내용이 있나요?","","","","","","","",""
"고객","영국유학 준비반은 리스닝 수업을 어떤 식으로 하죠? ","C","학원","어학원","1","354","유학국가별수업내용문의","","Q","","영국유학 준비반은 리스닝 수업을 어떤 식으로 하죠? ","","","","","","","",""
"고객","미국유학 준비반의 수업 내용은 주로 어떻습니까?","C","학원","어학원","1","354","유학국가별수업내용문의","","Q","","미국유학 준비반의 수업 내용은 주로 어떻습니까?","","","","","","","",""
"고객","선생님은 경력이 얼마나 되셨어요?","C","학원","어학원","1","354","선생님경력문의","","Q","","선생님은 경력이 얼마나 되셨어요?","","","","","","","",""
"고객","커리큘럼이 나온 팜플렛 좀 가져갈 수 있을까요?","C","학원","어학원","1","354","팜플렛명함요청","","Q","","커리큘럼이 나온 팜플렛 좀 가져갈 수 있을까요?","","","","","","","",""
"고객","여기 팜플렛이나 명함 있어요?","C","학원","어학원","1","354","팜플렛명함요청","","Q","","여기 팜플렛이나 명함 있어요?","","","","","","","",""
"고객","명함 있으시면 하나만 주시겠어요?","C","학원","어학원","1","354","팜플렛명함요청","","Q","","명함 있으시면 하나만 주시겠어요?","","","","","","","",""
"고객","시간표가 나온 팜플렛 같은 것 좀 주세요","C","학원","어학원","1","354","팜플렛명함요청","","Q","","시간표가 나온 팜플렛 같은 것 좀 주세요","","","","","","","",""
"고객","교재비는 어떻게 되나요?","C","학원","어학원","1","354","교재비문의","","Q","","교재비는 어떻게 되나요?","","","","","","","",""
"고객","수강료에 교재비 포함입니까?","C","학원","어학원","1","354","교재비문의","","Q","","수강료에 교재비 포함입니까?","","","","","","","",""
"고객","교재비는 따로 내야하죠?","C","학원","어학원","1","354","교재비문의","","Q","","교재비는 따로 내야하죠?","","","","","","","",""
