"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","1박에 가격이 얼마에요?","G","숙박","펜션캠핑장","1","5","금액문의","","Q","","1박에 가격이 얼마에요?","","","","1박","","1박/숙박단위",""
"점원","몇 명 정도 오시나요?","G","숙박","펜션캠핑장","0","6","금액문의","인원수확인","Q","","","몇 명 정도 오시나요?","","","몇 명","","몇 명/사람 수",""
"고객","6명 정도 가는데요","G","숙박","펜션캠핑장","1","7","금액문의","인원수확인","A","","","","6명 정도 가는데요","","6명","6명/여섯 명","여섯 명/사람 수",""
"점원","6명부터는 큰방 쓰셔야 되는데 1박당 10만 원이요","G","숙박","펜션캠핑장","0","8","금액문의","","A","5","","","","6명부터는 큰방 쓰셔야 되는데 1박당 10만 원이요","6명,큰 방,1박,10만 원","6명/여섯 명","여섯 명/사람 수,큰 방/크기,1박/숙박단위,10만 원/금액",""
"고객","방이 몇 개인가요?","G","숙박","펜션캠핑장","1","9","시설(방구조)문의","","Q","","방이 몇 개인가요?","","","","몇 개","","몇 개/수량",""
"점원","세개에요","G","숙박","펜션캠핑장","0","10","시설(방구조)문의","","A","","","","","세개에요","세 개","","세 개/수량",""
"고객","이번 주말에 숙박할 수 있는 방이 있나요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","이번 주말에 숙박할 수 있는 방이 있나요?","","","","주말","","주말/시간",""
"점원","네, 있어요","G","숙박","펜션캠핑장","0","2","예약문의","","A","","","","","네, 있어요","","","",""
"고객","2인실 있을까요?","G","숙박","펜션캠핑장","1","3","예약문의","","Q","","2인실 있을까요?","","","","2인실","","2인실/방 수용인원",""
"점원","네, 한 객실이 남아 있어요","G","숙박","펜션캠핑장","0","4","예약문의","","A","","","","","네, 한 객실이 남아 있어요","한 객실","","한 객실/수량",""
"고객","객실비 할인이 있나요?","G","숙박","펜션캠핑장","1","5","할인문의","","Q","","객실비 할인이 있나요?","","","","","","",""
"점원","지금은 할인이 되지 않아요","G","숙박","펜션캠핑장","0","6","할인문의","","A","","","","","지금은 할인이 되지 않아요","","","",""
"고객","카드 결제는 가능한가요?","G","숙박","펜션캠핑장","1","7","결제방법문의","","Q","","카드 결제는 가능한가요?","","","","카드","카드/신용카드","신용카드/결제수단",""
"점원","네, 가능해요","G","숙박","펜션캠핑장","0","8","결제방법문의","","A","","","","","네, 가능해요","","","",""
"고객","캠핑장 온수도 나오나요?","G","숙박","펜션캠핑장","1","1","냉온수문의","","Q","","캠핑장 온수도 나오나요?","","","","온수","","온수/물",""
"점원","정해진 시간에만 나와요","G","숙박","펜션캠핑장","0","2","냉온수문의","","A","","","","","정해진 시간에만 나와요","","","",""
"고객","캠핑장 전기 공급도 가능한가요?","G","숙박","펜션캠핑장","1","3","오토캠핑장전기사용문의","","Q","","캠핑장 전기 공급도 가능한가요?","","","","","","",""
"점원","네, 24시간 가능해요","G","숙박","펜션캠핑장","0","4","오토캠핑장전기사용문의","","A","","","","","네, 24시간 가능해요","24시간","","24시간/시간",""
"고객","펜션 독채는 마당도 쓸 수 있나요?","G","숙박","펜션캠핑장","1","5","시설(방구조)문의","","Q","","펜션 독채는 마당도 쓸 수 있나요?","","","","펜션","","펜션/숙박처 종류",""
"점원","네, 이용 가능해요","G","숙박","펜션캠핑장","0","6","시설(방구조)문의","","A","","","","","네, 이용 가능해요","","","",""
"고객","고기 구워 먹을 바비큐 시설이 있나요?","G","숙박","펜션캠핑장","1","7","부대시설이용문의","","Q","","고기 구워 먹을 바비큐 시설이 있나요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","바로 앞에서 가능해요","G","숙박","펜션캠핑장","0","8","부대시설이용문의","","A","","","","","바로 앞에서 가능해요","앞","","앞/위치",""
"고객","펜션 근처 가볼 만한 곳이 있나요?","G","숙박","펜션캠핑장","1","9","주변관광지문의","","Q","","펜션 근처 가볼 만한 곳이 있나요?","","","","펜션","","펜션/숙박처 종류",""
"점원","네, 가까운 거리에 갈 곳이 많아요","G","숙박","펜션캠핑장","0","10","주변관광지문의","","A","","","","","네, 가까운 거리에 갈 곳이 많아요","","","",""
"고객","5월 1일 날 예약 가능한가요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","5월 1일 날 예약 가능한가요?","","","","5월,1일","","5월/월,1일/일자",""
"점원","인원이 몇 명이시죠?","G","숙박","펜션캠핑장","0","2","예약문의","인원수문의","Q","","","인원이 몇 명이시죠?","","","몇 명","","몇 명/사람 수",""
"고객","성인 2 아이 2입니다","G","숙박","펜션캠핑장","1","3","예약문의","인원수문의","A","","","","성인 2 아이 2입니다","","성인2,아이2","성인2/성인 둘,아이2/아이 둘","성인 둘/사람 수,아이 둘/사람 수",""
"점원","네, 가능해요","G","숙박","펜션캠핑장","0","4","예약문의","","A","1","","","","네, 가능해요","","","",""
"고객","바비큐는 미리 예약해야 하나요?","G","숙박","펜션캠핑장","1","5","부대시설이용문의","","Q","","바비큐는 미리 예약해야 하나요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","그날 오셔서 주문하시면 돼요","G","숙박","펜션캠핑장","0","6","부대시설이용문의","","A","","","","","그날 오셔서 주문하시면 돼요","","","",""
"고객","바비큐 고기는 저희가 준비해야 하나요?","G","숙박","펜션캠핑장","1","7","부대시설이용문의","","Q","","바비큐 고기는 저희가 준비해야 하나요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","네, 고기랑 채소는 직접 준비해 오셔야돼요","G","숙박","펜션캠핑장","0","8","부대시설이용문의","","A","","","","","네, 고기랑 채소는 직접 준비해 오셔야돼요","","","",""
"고객","근처에 마트는 있나요?","G","숙박","펜션캠핑장","1","9","편의시설문의","","Q","","근처에 마트는 있나요?","","","","","","",""
"점원","네, 걸어서 5분 거리에 농협 마트가 있어요","G","숙박","펜션캠핑장","0","10","편의시설문의","","A","","","","","네, 걸어서 5분 거리에 농협 마트가 있어요","5분,농협마트","","5분/시간,농협마트/마트종류",""
"고객","바비큐 하려면 어떻게 해야 돼요?","G","숙박","펜션캠핑장","1","1","부대시설이용문의","","Q","","바비큐 하려면 어떻게 해야 돼요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","미리 신청하시면 저녁에 바비큐장에서 사용 가능하세요","G","숙박","펜션캠핑장","0","2","부대시설이용문의","","A","","","","","미리 신청하시면 저녁에 바비큐장에서 사용 가능하세요","바비큐장","","바비큐장/구이음식을 할 수있는 장소",""
"고객","재료는 저희가 준비하는 거예요?","G","숙박","펜션캠핑장","1","3","부대시설이용문의","","Q","","재료는 저희가 준비하는 거예요?","","","","","","",""
"점원","네, 숯불은 저희가 피워드리고 직접 구워 드시면 돼요","G","숙박","펜션캠핑장","0","4","부대시설이용문의","","A","","","","","네, 숯불은 저희가 피워드리고 직접 구워 드시면 돼요","","","",""
"고객","바비큐장 가격은 어떻게 돼요?","G","숙박","펜션캠핑장","1","5","부대시설이용요금문의","","Q","","바비큐장 가격은 어떻게 돼요?","","","","바비큐장","","바비큐장/구이음식을 할 수있는 장소",""
"점원","바비큐장 사용료는 3만 원이에요","G","숙박","펜션캠핑장","0","6","부대시설이용요금문의","","A","","","","","바비큐장 사용료는 3만 원이에요","3만 원","","3만 원/금액",""
"고객","바비큐장 시설 7시까지 준비해 주실래요?","G","숙박","펜션캠핑장","1","7","부대시설이용문의","","Q","","바비큐장 시설 7시까지 준비해 주실래요?","","","","7시","7시/일곱 시","일곱 시/시간",""
"점원","네, 알겠어요.","G","숙박","펜션캠핑장","0","8","부대시설이용문의","","A","","","","","네, 알겠어요.","","","",""
"고객","개인 풀장 사용 가능한가요?","G","숙박","펜션캠핑장","1","1","편의시설문의","","Q","","개인 풀장 사용 가능한가요?","","","","","","",""
"점원","네, 1층에 위치한 룸은 가능해요","G","숙박","펜션캠핑장","0","2","편의시설문의","","A","","","","","네, 1층에 위치한 룸은 가능해요","1층","","1층/위치",""
"고객","연방을 하면 할인이 가능한가요?","G","숙박","펜션캠핑장","1","3","2박이상요금운의","","Q","","연방을 하면 할인이 가능한가요?","","","","연박","","연박/숙박 단위",""
"점원","2박 이상 시에 1박마다 10퍼센트의 할인이 들어가요","G","숙박","펜션캠핑장","0","4","2박이상요금운의","","A","","","","","2박 이상 시에 1박마다 10퍼센트의 할인이 들어가요","2박,1박,10퍼센트","","2박/숙박단위,1박/숙박단위,10퍼센트/할인율",""
"고객","최대 인원이 넘으면 어떡하나요?","G","숙박","펜션캠핑장","1","5","추가인원(베드)문의","","Q","","최대 인원이 넘으면 어떡하나요?","","","","","","",""
"점원","죄송하지만, 표기된 최대 인원이 넘으면 사용이 불가해요","G","숙박","펜션캠핑장","0","6","추가인원(베드)문의","","A","","","","","죄송하지만, 표기된 최대 인원이 넘으면 사용이 불가해요","","","",""
"고객","유아도 인원에 포함되나요?","G","숙박","펜션캠핑장","1","7","추가인원(베드)문의","","Q","","유아도 인원에 포함되나요?","","","","","","",""
"점원","유아의 경우에는 3살 이하일 경우 인원수에 포함하지 않아요","G","숙박","펜션캠핑장","0","8","추가인원(베드)문의","","A","","","","","유아의 경우에는 3살 이하일 경우 인원수에 포함하지 않아요","3살","3살/세 살","세 살/나이",""
"고객","결제는 어떻게 하나요?","G","숙박","펜션캠핑장","1","9","결제방법문의","","Q","","결제는 어떻게 하나요?","","","","","","",""
"점원","홈페이지에 나와있는 계좌로 입금하시고 글 남겨주시면 돼요","G","숙박","펜션캠핑장","0","10","결제방법문의","","A","","","","","홈페이지에 나와있는 계좌로 입금하시고 글 남겨주시면 돼요","","","",""
"고객","2박 예약한 #이름#인데, 체크인 시간이 몇 시인가요?","G","숙박","펜션캠핑장","1","1","체크인시간문의","","Q","","2박 예약한 #이름#인데, 체크인 시간이 몇 시인가요?","","","","2박,몇 시","","2박/숙박단위,몇 시/시간",""
"점원","3시부터에요","G","숙박","펜션캠핑장","0","2","체크인시간문의","","A","","","","","3시부터에요","3시","3시/세 시","세 시/시간",""
"고객","지금 체크인 도와주실래요?","G","숙박","펜션캠핑장","1","3","예약확인문의","","Q","","지금 체크인 도와주실래요?","","","","","","",""
"점원","네, 예약하신 방은  블루방이고 여기 키 있어요","G","숙박","펜션캠핑장","0","4","예약확인문의","","A","","","","","네, 예약하신 방은  블루방이고 여기 키 있어요","블루방","","블루방/숙박지방이름",""
"고객","방이 몇 층인가요?","G","숙박","펜션캠핑장","1","5","예약확인문의","","Q","","방이 몇 층인가요?","","","","몇 층","","몇 층/위치",""
"점원","1층이에요","G","숙박","펜션캠핑장","0","6","예약확인문의","","A","","","","","1층이에요","1층","","1층/위치",""
"고객","수영장은 몇 시부터 이용 가능한가요?","G","숙박","펜션캠핑장","1","7","편의시설문의","","Q","","수영장은 몇 시부터 이용 가능한가요?","","","","몇 시","","몇 시/시간",""
"점원","9시부터 6시까지 이용 가능하세요","G","숙박","펜션캠핑장","0","8","편의시설문의","","A","","","","","9시부터 6시까지 이용 가능하세요","9시,6시","","9시/시간,6시/시간",""
"고객","바비큐 숯은 몇 시에 해주시나요?","G","숙박","펜션캠핑장","1","9","부대시설이용문의","","Q","","바비큐 숯은 몇 시에 해주시나요?","","","","몇 시","","몇 시/시간",""
"점원","5시부터 원하는 시간에 해드려요","G","숙박","펜션캠핑장","0","10","부대시설이용문의","","A","","","","","5시부터 원하는 시간에 해드려요","5시","5시/다섯 시","다섯 시/시간",""
"고객","예약한 사람인데, 확인 좀 해주세요","G","숙박","펜션캠핑장","1","1","예약확인문의","","Q","","예약한 사람인데, 확인 좀 해주세요","","","","","","",""
"점원","예약자 성함이 어떻게 되시나요?","G","숙박","펜션캠핑장","0","2","예약확인문의","고객확인(이름)","Q","","","예약자 성함이 어떻게 되시나요?","","","","","",""
"고객","#이름#입니다","G","숙박","펜션캠핑장","1","3","예약확인문의","고객확인(이름)","A","","","","#이름#입니다","","","","",""
"점원","네, 예약 확인 됐어요","G","숙박","펜션캠핑장","0","4","예약확인문의","","A","1","","","","네, 예약 확인 됐어요","","","",""
"고객","바비큐장은 어디 있나요?","G","숙박","펜션캠핑장","1","5","부대시설이용문의","","Q","","바비큐장은 어디 있나요?","","","","바비큐장","","바비큐장/구이음식을 할 수있는 장소",""
"점원","내려가셔서 우측에 보이는 하우스 천막 안에 있어요","G","숙박","펜션캠핑장","0","6","부대시설이용문의","","A","","","","","내려가셔서 우측에 보이는 하우스 천막 안에 있어요","우측,안","","우측/방향,안/위치",""
"고객","바비큐 장을 저녁 8시쯤 사용해도 될까요?","G","숙박","펜션캠핑장","1","7","부대시설이용문의","","Q","","바비큐 장을 저녁 8시쯤 사용해도 될까요?","","","","저녁,8시","8시/여덟 시","저녁/시간,여덟 시/시간",""
"점원","네, 시간 맞춰서 숯불 준비 해놓을게요","G","숙박","펜션캠핑장","0","8","부대시설이용문의","","A","","","","","네, 시간 맞춰서 숯불 준비 해놓을게요","","","",""
"고객","주말 성인 8명이면 어떻게 예약해야 하죠?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","주말 성인 8명이면 어떻게 예약해야 하죠?","","","","주말,8명","8명/여덟 명","주말/시간,여덟 명/사람 수",""
"점원","한 룸당 최대 인원이 4명이에요","G","숙박","펜션캠핑장","0","2","예약문의","객실공간문의","Q","","","한 룸당 최대 인원이 4명이에요","","","한,4명","한/하나,4명/네 명","하나/수량,네 명/사람 수",""
"고객","방 2개 예약할게요","G","숙박","펜션캠핑장","1","3","예약문의","객실공간문의","A","","","","방 2개 예약할게요","","2개","2개/두 개","두 개/수량",""
"점원","네, 추가인 원당 만원 있으세요","G","숙박","펜션캠핑장","0","4","예약문의","","A","","","","","네, 추가인 원당 만원 있으세요","만 원","","만 원/금액",""
"고객","바비큐도 예약할 수 있나요?","G","숙박","펜션캠핑장","1","5","부대시설이용문의","","Q","","바비큐도 예약할 수 있나요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","몇 인분 예약해드릴까요?","G","숙박","펜션캠핑장","0","6","부대시설이용문의","인원수확인","Q","","","몇 인분 예약해드릴까요?","","","몇 인분","","몇 인분/식사량 단위",""
"고객","고기는 8인분으로 예약해주세요","G","숙박","펜션캠핑장","1","7","부대시설이용문의","인원수확인","A","","","","고기는 8인분으로 예약해주세요","","8인분","","8인분/식사량 단위",""
"고객","여기 처음 오는데 어떻게 이용하면 되나요?","G","숙박","펜션캠핑장","1","1","시설(방구조)문의","","Q","","여기 처음 오는데 어떻게 이용하면 되나요?","","","","","","",""
"점원","예약 안 하셨나요?","G","숙박","펜션캠핑장","0","2","시설(방구조)문의","예약확인","Q","","","예약 안 하셨나요?","","","","","",""
"고객","네, 지나가다가 보고 들어왔는데요","G","숙박","펜션캠핑장","1","3","시설(방구조)문의","","A","","","","네, 지나가다가 보고 들어왔는데요","","1박","","1박/숙박단위",""
"점원","1박에 3만 원이고 자리는 아무 데나 잡으시면 돼요","G","숙박","펜션캠핑장","0","4","시설(방구조)문의","","A","1","","","","1박에 3만 원이고 자리는 아무 데나 잡으시면 돼요","1박,3만원","","",""
"고객","주차비는 따로 없나요?","G","숙박","펜션캠핑장","1","5","기타서비스문의","","Q","","주차비는 따로 없나요?","","","","","","",""
"점원","네, 편하신 곳에 주차하시면 돼요","G","숙박","펜션캠핑장","0","6","기타서비스문의","","A","","","","","네, 편하신 곳에 주차하시면 돼요","","","",""
"고객","세면대랑 샤워실도 그냥 쓰면 되나요?","G","숙박","펜션캠핑장","1","7","편의시설문의","","Q","","세면대랑 샤워실도 그냥 쓰면 되나요?","","","","","","",""
"점원","네, 자유롭게 이용하시면 돼요","G","숙박","펜션캠핑장","0","8","편의시설문의","","A","","","","","네, 자유롭게 이용하시면 돼요","","","",""
"고객","구명조끼 대여는 얼마인가요?","G","숙박","펜션캠핑장","1","9","렌탈문의","","Q","","구명조끼 대여는 얼마인가요?","","","","","","",""
"점원","무료입니다 사용 후에 제자리에 두시면 돼요","G","숙박","펜션캠핑장","0","10","렌탈문의","","A","","","","","무료입니다 사용 후에 제자리에 두시면 돼요","","","",""
"고객","오늘, 내일 1박 2일 예약한 사람인데요","G","숙박","펜션캠핑장","1","1","예약확인문의","","Q","","오늘, 내일 1박 2일 예약한 사람인데요","","","","1박2일","","1박2일/기간",""
"점원","고객님 성함 좀 말씀해 주시겠어요?","G","숙박","펜션캠핑장","0","2","예약확인문의","고객확인(이름)","Q","","","고객님 성함 좀 말씀해 주시겠어요?","","","","","",""
"고객","#이름#라고 예약했습니다","G","숙박","펜션캠핑장","1","3","예약확인문의","고객확인(이름)","A","","","","#이름#라고 예약했습니다","","","","",""
"점원","고객님 확인해 보았는데 4명 맞으신가요?","G","숙박","펜션캠핑장","0","4","예약확인문의","고객확인(예약내용)","Q","","","고객님 확인해 보았는데 4명 맞으신가요?","","","4명","4명/네 명","네 명/사람 수",""
"고객","맞습니다","G","숙박","펜션캠핑장","1","5","예약확인문의","고객확인(예약내용)","A","","","","맞습니다","","","","",""
"점원","펜션 안내해 드릴게요","G","숙박","펜션캠핑장","0","6","예약확인문의","","A","1","","","","펜션 안내해 드릴게요","펜션","","펜션/숙박처 종류",""
"고객","다음 주 일요일 펜션 예약하려고 하는데, 어떻게 해야 하나요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","다음 주 일요일 펜션 예약하려고 하는데, 어떻게 해야 하나요?","","","","다음 주,일요일,펜션","","다음 주/시간,일요일/일자,펜션/숙박처 종류",""
"점원","몇 분이 쓰실 건가요?","G","숙박","펜션캠핑장","0","2","예약문의","인원수문의","Q","","","몇 분이 쓰실 건가요?","","","몇 분","","몇 분/사람 수",""
"고객","여섯 명에 강아지 한 마리요","G","숙박","펜션캠핑장","1","3","예약문의","인원수문의","A","","","","여섯 명에 강아지 한 마리요","","여섯 명","","여섯 명/사람 수",""
"점원","바다 쪽 독채가 있고 산 쪽 독채가 있는데 어떤 걸로 하시겠어요?","G","숙박","펜션캠핑장","0","4","예약문의","객실공간문의","Q","","","바다 쪽 독채가 있고 산 쪽 독채가 있는데 어떤 걸로 하시겠어요?","","","바다 쪽,산 쪽","","바다 쪽/방향,산 쪽/방향",""
"고객","바다 쪽으로 주세요","G","숙박","펜션캠핑장","1","5","예약문의","객실공간문의","A","","","","바다 쪽으로 주세요","","바다 쪽","","바다 쪽/방향",""
"점원","강아지는 소형견인가요?","G","숙박","펜션캠핑장","0","6","예약문의","고객정보문의","Q","","","강아지는 소형견인가요?","","","","","",""
"고객","네, 소형견이에요","G","숙박","펜션캠핑장","1","7","예약문의","고객정보문의","A","","","","네, 소형견이에요","","","","",""
"고객","근처에 마트 있나요?","G","숙박","펜션캠핑장","1","8","편의시설문의","","Q","","근처에 마트 있나요?","","","","","","",""
"점원","1km 이내에 편의점이랑 마트가 있어요","G","숙박","펜션캠핑장","0","9","편의시설문의","","A","","","","","1km 이내에 편의점이랑 마트가 있어요","1km","","1km/거리",""
"고객","텐트 빌릴 수 있나요?","G","숙박","펜션캠핑장","1","1","렌탈문의","","Q","","텐트 빌릴 수 있나요?","","","","","","",""
"점원","네, 가능해요","G","숙박","펜션캠핑장","0","2","렌탈문의","","A","","","","","네, 가능해요","","","",""
"고객","방갈로 사용 가능한가요?","G","숙박","펜션캠핑장","1","3","예약문의","","Q","","방갈로 사용 가능한가요?","","","","방갈로","","방갈로/캠핑시설종류",""
"점원","네, 가능해요","G","숙박","펜션캠핑장","0","4","예약문의","","A","","","","","네, 가능해요","","","",""
"고객","텐트 대여는 얼마인가요?","G","숙박","펜션캠핑장","1","5","금액문의","","Q","","텐트 대여는 얼마인가요?","","","","","","",""
"점원","60000원이에요","G","숙박","펜션캠핑장","0","6","금액문의","","A","","","","","60000원이에요","60000원","60000원/6만 원","/6만 원/금액",""
"고객","퇴실 시간은 몇 시인가요?","G","숙박","펜션캠핑장","1","7","체크아웃시간문의","","Q","","퇴실 시간은 몇 시인가요?","","","","","","",""
"점원","12시예요","G","숙박","펜션캠핑장","0","8","체크아웃시간문의","","A","","","","","12시예요","12시","","12시/시간",""
"고객","바비큐 하려고 하는데 가격이 어떻게 될까요?","G","숙박","펜션캠핑장","1","1","부대시설이용요금문의","","Q","","바비큐 하려고 하는데 가격이 어떻게 될까요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","20000원 내시면 다 해드려요","G","숙박","펜션캠핑장","0","2","부대시설이용요금문의","","A","","","","","20000원 내시면 다 해드려요","20000원","20000원/2만 원","2만 원/금액",""
"고객","바비큐 할 때 고구마나 감자 같은 것도 주시나요?","G","숙박","펜션캠핑장","1","3","부대시설이용문의","","Q","","바비큐 할 때 고구마나 감자 같은 것도 주시나요?","","","","고구마,감자","","고구마/채소종류,감자/채소종류",""
"점원","네, 20000원에 다 포함되어 있어요","G","숙박","펜션캠핑장","0","4","부대시설이용문의","","A","","","","","네, 20000원에 다 포함되어 있어요","20000원","20000원/2만 원","2만 원/금액",""
"고객","저 텐트 앞에 하나 설치해주실 수 있을까요?","G","숙박","펜션캠핑장","1","5","부대시설이용문의","","Q","","저 텐트 앞에 하나 설치해주실 수 있을까요?","","","","앞","","앞/위치",""
"점원","네, 5분 뒤에 바로 설치해드릴게요","G","숙박","펜션캠핑장","0","6","부대시설이용문의","","A","","","","","네, 5분 뒤에 바로 설치해드릴게요","5분","","5분/시간",""
"고객","설치해 주시러 오실 때 숯 넉넉하게 가져다주실 수 있나요?","G","숙박","펜션캠핑장","1","7","부대시설이용문의","","Q","","설치해 주시러 오실 때 숯 넉넉하게 가져다주실 수 있나요?","","","","","","",""
"점원","네, 많이 가져다드릴게요","G","숙박","펜션캠핑장","0","8","부대시설이용문의","","A","","","","","네, 많이 가져다드릴게요","","","",""
"고객","주말에 가려고 하는데 예약할 수 있나요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","주말에 가려고 하는데 예약할 수 있나요?","","","","","","",""
"점원","네, 몇 분이세요?","G","숙박","펜션캠핑장","0","2","예약문의","인원수문의","Q","","","네, 몇 분이세요?","","","몇 분","","몇 분/사람 수",""
"고객","4명입니다","G","숙박","펜션캠핑장","1","3","예약문의","인원수문의","A","","","","4명입니다","","4명","4명/네 명","네 명/사람 수",""
"점원","네, 예약 도와드릴게요","G","숙박","펜션캠핑장","0","4","예약문의","","A","1","","","","네, 예약 도와드릴게요","","","",""
"고객","바비큐 시설도 이용하고 싶은데요?","G","숙박","펜션캠핑장","1","5","부대시설이용문의","","Q","","바비큐 시설도 이용하고 싶은데요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","미리 예약하시면 당일 준비해드려요","G","숙박","펜션캠핑장","0","6","부대시설이용문의","","A","","","","","미리 예약하시면 당일 준비해드려요","당일","","당일/일자",""
"고객","픽업 서비스는 있나요?","G","숙박","펜션캠핑장","1","7","픽업문의","","Q","","픽업 서비스는 있나요?","","","","","","",""
"점원","네, 입실과 퇴실 시간 전후로 픽업 서비스 가능해요","G","숙박","펜션캠핑장","0","8","픽업문의","","A","","","","","네, 입실과 퇴실 시간 전후로 픽업 서비스 가능해요","","","",""
"고객","안에 그릇이나 식기류 준비되어 있나요?","G","숙박","펜션캠핑장","1","1","편의용품구비여부문의","","Q","","안에 그릇이나 식기류 준비되어 있나요?","","","","안","","안/위치",""
"점원","네, 주방에 있는 서랍장 안에 준비되어 있어요","G","숙박","펜션캠핑장","0","2","편의용품구비여부문의","","A","","","","","네, 주방에 있는 서랍장 안에 준비되어 있어요","서랍장","","서랍장/싱크대 종류",""
"고객","여기 근처에 마트가 없던데 혹시 여기서 판매하는 고기나 야채류가 있나요?","G","숙박","펜션캠핑장","1","3","판매문의","","Q","","여기 근처에 마트가 없던데 혹시 여기서 판매하는 고기나 야채류가 있나요?","","","","","","",""
"점원","네, 카운터 옆에 조그맣게 판매 장소가 마련되어 있어요","G","숙박","펜션캠핑장","0","4","판매문의","","A","","","","","네, 카운터 옆에 조그맣게 판매 장소가 마련되어 있어요","","","",""
"고객","취사 시간은 정해져있나요?","G","숙박","펜션캠핑장","1","5","이용시간문의","","Q","","취사 시간은 정해져있나요?","","","","","","",""
"점원","따로 정해져 있지 않지만 고성방가는 다른 손님들께 피해가 되니 그 부분만 조심해 주세요","G","숙박","펜션캠핑장","0","6","이용시간문의","","A","","","","","따로 정해져 있지 않지만 고성방가는 다른 손님들께 피해가 되니 그 부분만 조심해 주세요","","","",""
"고객","화장실은 공용인가요?","G","숙박","펜션캠핑장","1","7","편의시설문의","","Q","","화장실은 공용인가요?","","","","","","",""
"점원","여자 남자 따로 구별되어있어요","G","숙박","펜션캠핑장","0","8","편의시설문의","","A","","","","","여자 남자 따로 구별되어있어요","","","",""
"고객","나중에 인원 더 올 예정인데 그건 이따 말씀드려도 되나요?","G","숙박","펜션캠핑장","1","9","추가인원(베드)사용료문의","","Q","","나중에 인원 더 올 예정인데 그건 이따 말씀드려도 되나요?","","","","","","",""
"점원","네, 인원 추가에 대한 비용만 퇴실 시 지불해 주시면 돼요","G","숙박","펜션캠핑장","0","10","추가인원(베드)사용료문의","","A","","","","","네, 인원 추가에 대한 비용만 퇴실 시 지불해 주시면 돼요","","","",""
"고객","오늘 펜션 예약했는데, 확인 좀 해주실래요?","G","숙박","펜션캠핑장","1","1","예약확인문의","","Q","","오늘 펜션 예약했는데, 확인 좀 해주실래요?","","","","펜션","","펜션/숙박처 종류",""
"점원","네, 성함이 어떻게 되세요?","G","숙박","펜션캠핑장","0","2","예약확인문의","고객확인(이름)","Q","","","네, 성함이 어떻게 되세요?","","","","","",""
"고객","#이름#입니다","G","숙박","펜션캠핑장","1","3","예약확인문의","고객확인(이름)","A","","","","#이름#입니다","","","","",""
"점원","네, #이름# 님 세분 예약하신 거 맞으세요?","G","숙박","펜션캠핑장","0","4","예약확인문의","고객확인(예약내용)","Q","","","네, #이름# 님 세분 예약하신 거 맞으세요?","","","세 분","","세 분/사람 수",""
"고객","네, 맞아요","G","숙박","펜션캠핑장","1","5","예약확인문의","고객확인(예약내용)","A","","","","네, 맞아요","","","","",""
"점원","1인 추가요금 15000원은 따로 결제해주셔야 해요","G","숙박","펜션캠핑장","0","6","예약확인문의","","A","","","","","1인 추가요금 15000원은 따로 결제해주셔야 해요","15000원","15000원/1만5천 원","1만5천 원/금액",""
"고객","바비큐도 추가하려고 하는데요?","G","숙박","펜션캠핑장","1","7","부대시설이용문의","","Q","","바비큐도 추가하려고 하는데요?","","","","바비큐","","바비큐/구이음식 종류",""
"점원","바비큐는 3만 원 추가해주시면 되세요","G","숙박","펜션캠핑장","0","8","부대시설이용문의","","A","","","","","바비큐는 3만 원 추가해주시면 되세요","바비큐","","바비큐/구이음식 종류,3만 원/금액",""
"고객","카드로 결제 되나요?","G","숙박","펜션캠핑장","1","9","결제방법문의","","Q","","카드로 결제 되나요?","","","","카드","카드/신용카드","신용카드/결제수단",""
"점원","네, 감사합니다","G","숙박","펜션캠핑장","0","10","결제방법문의","","A","","","","","네, 감사합니다","","","",""
"고객","이번 주 토요일 펜션 예약하고 싶은데요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","이번 주 토요일 펜션 예약하고 싶은데요?","","","","토요일,펜션","","토요일/일자,펜션/숙박처 종류",""
"점원","네, 몇 분이세요?","G","숙박","펜션캠핑장","0","2","예약문의","인원수문의","Q","","","네, 몇 분이세요?","","","몇 분","","몇 분/사람 수",""
"고객","4인 방이 있나요?","G","숙박","펜션캠핑장","1","3","예약문의","인원수문의","A","","","","4인 방이 있나요?","","4인","","4인/사람 수",""
"점원","네, 있어요","G","숙박","펜션캠핑장","0","4","예약문의","","A","","","","","네, 있어요","","","",""
"고객","바비큐장 이용금액은 얼마인가요?","G","숙박","펜션캠핑장","1","5","부대시설이용요금문의","","Q","","바비큐장 이용금액은 얼마인가요?","","","","","","",""
